1063,1063075110,용산
1063,1063075111,이촌
1063,1063075112,서빙고
1063,1063075113,한남
1063,1063075114,옥수
1063,1063075115,응봉
1063,1063075116,왕십리
1063,1063075117,청량리
1063,1063075118,회기
1063,1063075119,중랑
1063,1063075120,상봉
1063,1063075121,망우
1063,1063075122,양원
1063,1063075123,구리
1063,1063075124,도농
1063,1063075125,양정
1063,1063075126,덕소
1063,1063075127,도심
1063,1063075128,팔당
1063,1063075129,운길산
1063,1063075130,양수
1063,1063075131,신원
1063,1063075132,국수
1063,1063075133,아신
1063,1063075134,오빈
1063,1063075135,양평
1063,1063075136,원덕
1063,1063075137,용문
1063,1063075312,공덕
1063,1063075313,서강대
1063,1063075314,홍대입구
1063,1063075315,가좌
1063,1063075316,디지털미디어시티
1063,1063075317,수색
1063,1063075318,화전
1063,1063075319,강매
1063,1063075320,행신
1063,1063075321,능곡
1063,1063075322,대곡
1063,1063075323,곡산
1063,1063075324,백마
1063,1063075325,풍산
1063,1063075326,일산
1063,1063075327,탄현
1063,1063075328,야당
1063,1063075329,운정
1063,1063075330,금릉
1063,1063075331,금촌
1063,1063075333,월롱
1063,1063075334,파주
1063,1063075335,문산
1063,1063075826,효창공원앞
1063,1063080312,신촌(경의.중앙선)
1063,1063080313,서울
