1001,1001000100,소요산
1001,1001000101,동두천
1001,1001000102,보산
1001,1001000103,동두천중앙
1001,1001000104,지행
1001,1001000105,덕정
1001,1001000106,덕계
1001,1001000107,양주
1001,1001000108,녹양
1001,1001000109,가능
1001,1001000110,의정부
1001,1001000111,회룡
1001,1001000112,망월사
1001,1001000113,도봉산
1001,1001000114,도봉
1001,1001000115,방학
1001,1001000116,창동
1001,1001000117,녹천
1001,1001000118,월계
1001,1001000119,광운대
1001,1001000120,석계
1001,1001000121,신이문
1001,1001000122,외대앞
1001,1001000123,회기
1001,1001000124,청량리
1001,1001000125,제기동
1001,1001000126,신설동
1001,1001000127,동묘앞
1001,1001000128,동대문
1001,1001000129,종로5가
1001,1001000130,종로3가
1001,1001000131,종각
1001,1001000132,시청
1001,1001000133,서울
1001,1001000134,남영
1001,1001000135,용산
1001,1001000136,노량진
1001,1001000137,대방
1001,1001000138,신길
1001,1001000139,영등포
1001,1001000140,신도림
1001,1001000141,구로
1001,1001000142,구일
1001,1001000143,개봉
1001,1001000144,오류동
1001,1001000145,온수
1001,1001000146,역곡
1001,1001000147,소사
1001,1001000148,부천
1001,1001000149,중동
1001,1001000150,송내
1001,1001000151,부개
1001,1001000152,부평
1001,1001000153,백운
1001,1001000154,동암
1001,1001000155,간석
1001,1001000156,주안
1001,1001000157,도화
1001,1001000158,제물포
1001,1001000159,도원
1001,1001000160,동인천
1001,1001000161,인천
1001,1001080142,가산디지털단지
1001,1001080143,독산
1001,1001080144,금천구청
1001,1001080145,석수
1001,1001080146,관악
1001,1001080147,안양
1001,1001080148,명학
1001,1001080149,금정
1001,1001080150,군포
1001,1001080151,당정
1001,1001080152,의왕
1001,1001080153,성균관대
1001,1001080154,화서
1001,1001080155,수원
1001,1001080156,세류
1001,1001080157,병점
1001,1001080158,세마
1001,1001080159,오산대
1001,1001080160,오산
1001,1001080161,진위
1001,1001080162,송탄
1001,1001080163,서정리
1001,1001080164,지제
1001,1001080165,평택
1001,1001080166,성환
1001,1001080167,직산
1001,1001080168,두정
1001,1001080169,천안
1001,1001080170,봉명
1001,1001080171,쌍용(나사렛대)
1001,1001080172,아산
1001,1001080173,배방
1001,1001080174,온양온천
1001,1001080175,신창
