1007,1007000709,장암
1007,1007000710,도봉산
1007,1007000711,수락산
1007,1007000712,마들
1007,1007000713,노원
1007,1007000714,중계
1007,1007000715,하계
1007,1007000716,공릉(서울산업대입구)
1007,1007000717,태릉입구
1007,1007000718,먹골
1007,1007000719,중화
1007,1007000720,상봉
1007,1007000721,면목
1007,1007000722,사가정
1007,1007000723,용마산
1007,1007000724,중곡
1007,1007000725,군자(능동)
1007,1007000726,어린이대공원(세종대)
1007,1007000727,건대입구
1007,1007000728,뚝섬유원지
1007,1007000729,청담
1007,1007000730,강남구청
1007,1007000731,학동
1007,1007000732,논현
1007,1007000733,반포
1007,1007000734,고속터미널
1007,1007000735,내방
1007,1007000736,총신대입구(이수)
1007,1007000737,남성
1007,1007000738,숭실대입구(살피재)
1007,1007000739,상도(중앙대앞)
1007,1007000740,장승배기
1007,1007000741,신대방삼거리
1007,1007000742,보라매
1007,1007000743,신풍
1007,1007000744,대림
1007,1007000745,남구로
1007,1007000746,가산디지털단지
1007,1007000747,철산
1007,1007000748,광명사거리
1007,1007000749,천왕
1007,1007000750,온수
1007,1007000751,까치울
1007,1007000752,부천종합운동장
1007,1007000753,춘의역
1007,1007000754,신중동
1007,1007000755,부천시청
1007,1007000756,상동
1007,1007000757,삼산체육관
1007,1007000758,굴포천
1007,1007000759,부평구청
