1004,1004000409,당고개
1004,1004000410,상계
1004,1004000411,노원
1004,1004000412,창동
1004,1004000413,쌍문
1004,1004000414,수유
1004,1004000415,미아
1004,1004000416,미아사거리
1004,1004000417,길음
1004,1004000418,성신여대입구
1004,1004000419,한성대입구
1004,1004000420,혜화
1004,1004000421,동대문
1004,1004000422,동대문역사문화공원
1004,1004000423,충무로
1004,1004000424,명동
1004,1004000425,회현
1004,1004000426,서울
1004,1004000427,숙대입구
1004,1004000428,삼각지
1004,1004000429,신용산
1004,1004000430,이촌
1004,1004000431,동작
1004,1004000432,총신대입구(이수)
1004,1004000433,사당
1004,1004000434,남태령
1004,1004000435,선바위
1004,1004000436,경마공원
1004,1004000437,대공원
1004,1004000438,과천
1004,1004000439,정부과천청사
1004,1004000440,인덕원
1004,1004000441,평촌
1004,1004000442,범계
1004,1004000443,금정
1004,1004000444,산본
1004,1004000445,수리산
1004,1004000446,대야미
1004,1004000447,반월
1004,1004000448,상록수
1004,1004000449,한대앞
1004,1004000450,중앙
1004,1004000451,고잔
1004,1004000452,초지
1004,1004000453,안산
1004,1004000454,신길온천
1004,1004000455,정왕
1004,1004000456,오이도
