1009,1009000901,개화
1009,1009000902,김포공항
1009,1009000903,공항시장
1009,1009000904,신방화
1009,1009000905,마곡나루
1009,1009000906,양천향교
1009,1009000907,가양
1009,1009000908,증미
1009,1009000909,등촌
1009,1009000910,염창
1009,1009000911,신목동
1009,1009000912,선유도
1009,1009000913,당산
1009,1009000914,국회의사당
1009,1009000915,여의도
1009,1009000916,샛강
1009,1009000917,노량진
1009,1009000918,노들
1009,1009000919,흑석
1009,1009000920,동작
1009,1009000921,구반포
1009,1009000922,신반포
1009,1009000923,고속터미널
1009,1009000924,사평
1009,1009000925,신논현
1009,1009000926,언주
1009,1009000927,선정릉
1009,1009000928,삼성중앙
1009,1009000929,봉은사
1009,1009000930,종합운동장
